rev_id,worker_id,aggression,aggression_score,MV Truth,DS Truth
462765,66,0.0,0.0,0,1
462765,727,0.0,0.0,0,1
462765,102,0.0,0.0,0,1
462765,111,0.0,0.0,0,1
462765,132,0.0,0.0,0,1
462765,1301,0.0,0.0,0,1
462765,1001,0.0,0.0,0,1
462765,99,0.0,0.0,0,1
462765,168,0.0,0.0,0,1
462765,462,0.0,0.0,0,1
462765,455,0.0,1.0,0,1
462765,395,0.0,0.0,0,1
462765,361,0.0,0.0,0,1
462765,350,0.0,0.0,0,1
462765,323,0.0,0.0,0,1
462765,140,0.0,0.0,0,1
462765,475,0.0,0.0,0,1
537948,19,0.0,0.0,0,1
537948,20,0.0,0.0,0,1
537948,15,0.0,0.0,0,1
537948,22,0.0,0.0,0,1
537948,23,0.0,0.0,0,1
537948,24,0.0,1.0,0,1
537948,25,0.0,0.0,0,1
537948,31,0.0,0.0,0,1
537948,30,0.0,0.0,0,1
537948,0,0.0,0.0,0,1
537948,21,0.0,0.0,0,1
537948,32,0.0,0.0,0,1
537948,16,0.0,0.0,0,1
537948,11,0.0,0.0,0,1
537948,12,0.0,1.0,0,1
537948,5,0.0,0.0,0,1
537948,9,0.0,0.0,0,1
537948,10,0.0,0.0,0,1
537948,17,0.0,0.0,0,1
546902,61,0.0,0.0,0,1
546902,70,0.0,0.0,0,1
546902,131,0.0,0.0,0,1
546902,871,0.0,0.0,0,1
546902,1037,0.0,0.0,0,1
546902,1065,0.0,0.0,0,1
546902,1102,0.0,0.0,0,1
546902,2851,0.0,0.0,0,1
546902,2896,0.0,0.0,0,1
546902,2996,0.0,0.0,0,1
546902,3127,0.0,0.0,0,1
546902,2806,0.0,0.0,0,1
546902,1790,0.0,0.0,0,1
546902,1614,0.0,1.0,0,1
546902,1515,0.0,0.0,0,1
546902,1110,0.0,0.0,0,1
546902,2967,0.0,0.0,0,1
546902,25,0.0,0.0,0,1
546902,45,0.0,0.0,0,1
554005,614,1.0,-1.0,0,0
554005,657,0.0,0.0,0,1
554005,732,0.0,0.0,0,1
554005,1011,0.0,0.0,0,1
554005,12,1.0,-1.0,0,0
554005,594,0.0,0.0,0,1
554005,67,0.0,0.0,0,1
554005,281,0.0,0.0,0,1
554005,2134,0.0,0.0,0,1
554005,2137,0.0,0.0,0,1
554005,306,1.0,-1.0,0,0
554005,1383,0.0,2.0,0,1
554005,1239,0.0,0.0,0,1
554005,579,0.0,0.0,0,1
554005,426,1.0,-1.0,0,0
554005,1606,0.0,0.0,0,1
554005,486,0.0,0.0,0,1
554005,513,0.0,0.0,0,1
554005,383,0.0,0.0,0,1
569192,1491,0.0,0.0,0,1
569192,3205,0.0,0.0,0,1
569192,3562,0.0,0.0,0,1
569192,3592,0.0,0.0,0,1
569192,3784,1.0,-3.0,0,0
569192,3785,1.0,-1.0,0,0
569192,2460,0.0,0.0,0,1
569192,2038,0.0,0.0,0,1
569192,1286,0.0,0.0,0,1
569192,89,0.0,0.0,0,1
569192,32,0.0,0.0,0,1
569192,121,0.0,0.0,0,1
569192,123,1.0,-1.0,0,0
569192,1211,0.0,0.0,0,1
569192,212,0.0,0.0,0,1
569192,668,0.0,0.0,0,1
569192,910,0.0,0.0,0,1
569192,931,0.0,0.0,0,1
569192,933,0.0,0.0,0,1
583986,1693,0.0,1.0,0,1
583986,161,0.0,1.0,0,1
583986,208,0.0,2.0,0,1
583986,300,0.0,0.0,0,1
583986,735,0.0,2.0,0,1
583986,3811,0.0,3.0,0,1
583986,3807,0.0,2.0,0,1
583986,1863,0.0,1.0,0,1
583986,3320,0.0,3.0,0,1
583986,745,0.0,1.0,0,1
583986,788,0.0,1.0,0,1
583986,809,0.0,1.0,0,1
583986,1183,0.0,0.0,0,1
583986,1517,0.0,1.0,0,1
583986,1645,0.0,0.0,0,1
583986,3049,0.0,0.0,0,1
583986,2513,0.0,0.0,0,1
583986,3810,0.0,3.0,0,1
583986,2242,0.0,0.0,0,1
586452,1299,0.0,0.0,0,1
586452,2085,0.0,0.0,0,1
586452,3236,0.0,0.0,0,1
586452,3235,0.0,0.0,0,1
586452,1310,0.0,0.0,0,1
586452,1803,0.0,0.0,0,1
586452,3017,0.0,0.0,0,1
586452,2466,0.0,0.0,0,1
586452,2084,1.0,-1.0,0,0
593977,318,0.0,1.0,0,1
593977,257,0.0,0.0,0,1
593977,75,0.0,0.0,0,1
593977,50,0.0,0.0,0,1
593977,2891,0.0,0.0,0,1
593977,1995,0.0,0.0,0,1
593977,2167,0.0,0.0,0,1
593977,2338,0.0,0.0,0,1
593977,2800,0.0,0.0,0,1
593977,1870,0.0,2.0,0,1
600918,1475,0.0,1.0,0,1
600918,2409,0.0,1.0,0,1
600918,2406,0.0,3.0,0,1
600918,7,0.0,1.0,0,1
600918,657,0.0,3.0,0,1
600918,1532,0.0,1.0,0,1
600918,130,0.0,3.0,0,1
600918,336,0.0,0.0,0,1
600918,228,0.0,0.0,0,1
600918,437,0.0,0.0,0,1
600918,117,0.0,0.0,0,1
600918,12,0.0,1.0,0,1
600918,383,0.0,1.0,0,1
600918,426,0.0,0.0,0,1
600918,59,0.0,0.0,0,1
600918,495,0.0,0.0,0,1
600918,520,0.0,1.0,0,1
600918,559,0.0,0.0,0,1
600918,579,0.0,0.0,0,1
600918,405,0.0,3.0,0,1
622095,357,1.0,-1.0,0,0
622095,787,0.0,0.0,0,1
622095,353,1.0,-1.0,0,0
622095,181,0.0,0.0,0,1
622095,960,0.0,0.0,0,1
622095,1078,0.0,0.0,0,1
622095,757,0.0,0.0,0,1
622095,380,1.0,-2.0,0,0
622095,1123,1.0,-1.0,0,0
622095,1584,0.0,0.0,0,1
622095,143,0.0,0.0,0,1
622095,30,0.0,0.0,0,1
622095,13,0.0,0.0,0,1
622095,5,0.0,0.0,0,1
622095,152,0.0,0.0,0,1
622095,399,1.0,-1.0,0,0
622095,419,0.0,0.0,0,1
622095,740,1.0,-2.0,0,0
622095,407,0.0,0.0,0,1
622095,445,1.0,-2.0,0,0
633526,953,0.0,0.0,0,1
633526,962,0.0,0.0,0,1
633526,1233,0.0,1.0,0,1
633526,956,0.0,0.0,0,1
633526,599,0.0,0.0,0,1
633526,959,1.0,-1.0,0,0
633526,3783,0.0,0.0,0,1
633526,27,0.0,0.0,0,1
633526,343,0.0,0.0,0,1
661509,1557,0.0,0.0,0,1
661509,492,0.0,0.0,0,1
661509,383,0.0,0.0,0,1
661509,2525,0.0,0.0,0,1
661509,80,0.0,2.0,0,1
661509,1547,0.0,0.0,0,1
661509,1133,0.0,0.0,0,1
661509,46,1.0,-1.0,0,0
661509,171,0.0,0.0,0,1
680470,119,0.0,0.0,0,1
680470,115,0.0,0.0,0,1
680470,3,0.0,0.0,0,1
680470,200,0.0,0.0,0,1
680470,671,1.0,-1.0,0,0
680470,1918,0.0,0.0,0,1
680470,849,0.0,0.0,0,1
680470,651,0.0,0.0,0,1
680470,450,0.0,0.0,0,1
680470,381,0.0,0.0,0,1
680470,245,0.0,0.0,0,1
680470,1919,1.0,-2.0,0,0
680470,1059,0.0,0.0,0,1
680470,1068,0.0,1.0,0,1
680470,1126,0.0,0.0,0,1
680470,1150,0.0,0.0,0,1
680470,1747,0.0,0.0,0,1
680470,1770,0.0,0.0,0,1
680470,879,0.0,0.0,0,1
694840,578,0.0,0.0,1,1
694840,324,1.0,-1.0,1,0
694840,410,1.0,-1.0,1,0
694840,227,1.0,-1.0,1,0
694840,1921,1.0,-1.0,1,0
694840,2390,1.0,-1.0,1,0
694840,128,1.0,-1.0,1,0
694840,129,0.0,0.0,1,1
694840,2129,0.0,0.0,1,1
694840,2817,1.0,-1.0,1,0
694840,3010,1.0,-1.0,1,0
694840,3920,1.0,-2.0,1,0
694840,2950,1.0,-1.0,1,0
694840,1834,0.0,2.0,1,1
694840,1738,0.0,0.0,1,1
694840,256,0.0,0.0,1,1
694840,855,0.0,0.0,1,1
694840,2383,0.0,0.0,1,1
694840,2190,0.0,0.0,1,1
700512,109,0.0,0.0,0,1
700512,2739,0.0,0.0,0,1
700512,2107,1.0,-1.0,0,0
700512,1733,0.0,0.0,0,1
700512,1714,0.0,1.0,0,1
700512,1698,0.0,0.0,0,1
700512,1097,0.0,0.0,0,1
700512,1018,0.0,0.0,0,1
700512,101,0.0,0.0,0,1
700512,929,0.0,0.0,0,1
700512,907,0.0,0.0,0,1
700512,518,0.0,0.0,0,1
700512,398,0.0,0.0,0,1
700512,375,0.0,0.0,0,1
700512,91,0.0,0.0,0,1
700512,127,0.0,0.0,0,1
700512,1049,1.0,-1.0,0,0
700512,647,0.0,0.0,0,1
700512,790,0.0,0.0,0,1
707010,1686,0.0,0.0,0,1
707010,1814,0.0,0.0,0,1
707010,2592,0.0,0.0,0,1
707010,2632,0.0,1.0,0,1
707010,3491,0.0,1.0,0,1
707010,3492,0.0,0.0,0,1
707010,764,0.0,0.0,0,1
707010,762,0.0,0.0,0,1
707010,437,0.0,0.0,0,1
707010,1219,0.0,0.0,0,1
709074,1079,0.0,0.0,0,1
709074,74,0.0,0.0,0,1
709074,415,0.0,0.0,0,1
709074,431,0.0,0.0,0,1
709074,890,0.0,0.0,0,1
709074,1956,0.0,0.0,0,1
709074,2320,0.0,0.0,0,1
709074,2381,1.0,-1.0,0,0
709074,2986,0.0,0.0,0,1
709074,908,0.0,0.0,0,1
724915,2580,0.0,0.0,0,1
724915,3928,0.0,0.0,0,1
724915,3904,0.0,0.0,0,1
724915,2638,0.0,2.0,0,1
724915,2871,0.0,0.0,0,1
724915,1096,0.0,0.0,0,1
724915,3404,0.0,0.0,0,1
724915,1525,0.0,0.0,0,1
724915,1176,0.0,0.0,0,1
749616,70,0.0,0.0,0,1
749616,95,0.0,0.0,0,1
749616,398,0.0,0.0,0,1
749616,403,0.0,0.0,0,1
749616,608,0.0,0.0,0,1
749616,681,0.0,0.0,0,1
749616,908,0.0,0.0,0,1
749616,974,0.0,0.0,0,1
749616,1606,0.0,0.0,0,1
749616,1849,0.0,1.0,0,1
749616,61,0.0,0.0,0,1
749616,59,0.0,0.0,0,1
749616,15,0.0,0.0,0,1
749616,10,0.0,0.0,0,1
749616,1975,0.0,0.0,0,1
749616,2100,0.0,0.0,0,1
749616,1809,0.0,0.0,0,1
783899,261,0.0,0.0,0,1
783899,65,0.0,0.0,0,1
783899,836,0.0,0.0,0,1
783899,1249,0.0,0.0,0,1
783899,370,0.0,0.0,0,1
783899,1259,0.0,0.0,0,1
783899,1571,0.0,0.0,0,1
783899,1894,0.0,1.0,0,1
783899,3472,0.0,0.0,0,1
783899,2592,0.0,0.0,0,1
784353,1733,0.0,0.0,0,1
784353,839,0.0,0.0,0,1
784353,424,0.0,0.0,0,1
784353,417,1.0,-1.0,0,0
784353,361,0.0,0.0,0,1
784353,452,0.0,0.0,0,1
784353,204,1.0,-1.0,0,0
784353,202,0.0,0.0,0,1
784353,67,0.0,0.0,0,1
784353,51,0.0,0.0,0,1
801279,1645,1.0,-1.0,1,0
801279,2499,0.0,0.0,1,1
801279,2723,1.0,-1.0,1,0
801279,3117,0.0,0.0,1,1
801279,733,1.0,-3.0,1,0
801279,496,1.0,-1.0,1,0
801279,469,0.0,0.0,1,1
801279,464,0.0,0.0,1,1
801279,1309,1.0,-1.0,1,0
804607,2399,1.0,-1.0,0,0
804607,1787,0.0,0.0,0,1
804607,2726,0.0,0.0,0,1
804607,213,0.0,0.0,0,1
804607,383,0.0,0.0,0,1
804607,611,0.0,0.0,0,1
804607,1557,0.0,0.0,0,1
804607,1423,0.0,0.0,0,1
804607,829,0.0,0.0,0,1
804607,3094,0.0,0.0,0,1
808184,11,0.0,0.0,0,1
808184,58,0.0,0.0,0,1
808184,62,0.0,0.0,0,1
808184,174,0.0,1.0,0,1
808184,308,0.0,0.0,0,1
808184,466,0.0,0.0,0,1
808184,932,0.0,0.0,0,1
808184,1609,0.0,0.0,0,1
808184,1626,0.0,0.0,0,1
808184,154,0.0,0.0,0,1
810614,429,0.0,0.0,0,1
810614,357,0.0,0.0,0,1
810614,445,0.0,0.0,0,1
810614,568,0.0,0.0,0,1
810614,289,0.0,0.0,0,1
810614,228,0.0,0.0,0,1
810614,338,0.0,0.0,0,1
810614,271,0.0,2.0,0,1
810614,180,0.0,0.0,0,1
810614,63,0.0,0.0,0,1
811924,204,0.0,0.0,0,1
811924,1079,0.0,0.0,0,1
811924,288,0.0,0.0,0,1
811924,269,0.0,0.0,0,1
811924,1694,0.0,0.0,0,1
811924,936,0.0,0.0,0,1
