rev_id,worker_id,aggression,aggression_score
2019031,903,0.0,0.0
2019031,487,1.0,-1.0
2019031,548,0.0,1.0
2019031,594,0.0,0.0
2019031,1379,0.0,0.0
2019031,609,0.0,0.0
2019031,757,0.0,0.0
2393060,170,0.0,0.0
2393060,2150,0.0,0.0
2393060,487,0.0,0.0
2393060,3451,0.0,0.0
2393060,2513,0.0,0.0
2393060,2408,0.0,2.0
2393060,290,0.0,0.0
2393060,1127,0.0,0.0
2393060,586,0.0,0.0
2393060,1864,0.0,0.0
2822748,222,0.0,0.0
2822748,232,0.0,0.0
2822748,343,0.0,1.0
2822748,487,0.0,1.0
2822748,88,0.0,0.0
2822748,13,0.0,0.0
2822748,6,0.0,2.0
2822748,203,0.0,1.0
2822748,1314,0.0,0.0
2883799,1132,0.0,0.0
2883799,3243,0.0,0.0
2883799,2601,0.0,0.0
2883799,1724,0.0,0.0
2883799,487,0.0,0.0
2883799,1037,0.0,0.0
2883799,921,0.0,0.0
2883799,3469,0.0,0.0
2883799,2287,0.0,0.0
2883799,958,0.0,0.0
3476411,1439,0.0,0.0
3476411,487,0.0,0.0
3476411,1879,0.0,1.0
3476411,1916,0.0,0.0
3476411,1160,0.0,0.0
3476411,3469,0.0,0.0
3476411,2760,0.0,0.0
3476411,2601,0.0,0.0
3476411,2419,0.0,0.0
3476411,2287,0.0,0.0
8323109,493,0.0,0.0
8323109,487,0.0,0.0
8323109,554,0.0,0.0
8323109,544,0.0,0.0
8323109,258,0.0,0.0
8323109,387,1.0,-1.0
8323109,192,0.0,0.0
8323109,99,0.0,0.0
8323109,443,1.0,-1.0
10082841,613,0.0,0.0
10082841,655,0.0,0.0
10082841,0,0.0,0.0
10082841,1132,0.0,0.0
10082841,1133,0.0,0.0
10082841,1135,0.0,0.0
10082841,549,0.0,0.0
10082841,487,0.0,0.0
10082841,1164,0.0,0.0
10082841,1136,0.0,0.0
10387769,532,0.0,0.0
10387769,530,0.0,0.0
10387769,172,0.0,0.0
10387769,533,0.0,2.0
10387769,165,0.0,0.0
10387769,487,0.0,1.0
10387769,391,0.0,1.0
10387769,211,0.0,0.0
10387769,274,0.0,0.0
11121620,487,1.0,-3.0
11121620,47,1.0,-3.0
11121620,715,1.0,-3.0
11121620,678,1.0,-1.0
11121620,863,1.0,-3.0
11121620,648,1.0,-3.0
11121620,1593,1.0,-3.0
11121620,498,1.0,-2.0
11121620,397,1.0,-3.0
11121620,193,1.0,-2.0
13019178,66,0.0,0.0
13019178,1792,0.0,0.0
13019178,488,0.0,0.0
13019178,487,0.0,0.0
13019178,471,0.0,0.0
13019178,924,1.0,-2.0
13019178,419,0.0,0.0
13019178,132,0.0,0.0
13019178,872,0.0,0.0
13019178,927,0.0,0.0
13019178,895,0.0,0.0
13019178,74,0.0,0.0
13019178,1210,0.0,0.0
13019178,1590,0.0,0.0
13019178,1409,0.0,0.0
13019178,1275,1.0,-3.0
13019178,1272,0.0,0.0
13019178,1265,0.0,0.0
13019178,216,0.0,0.0
13019178,258,0.0,1.0
13090588,392,0.0,0.0
13090588,487,0.0,0.0
13090588,675,0.0,0.0
13090588,1310,0.0,0.0
13090588,2127,0.0,0.0
13090588,169,0.0,0.0
13090588,177,0.0,0.0
13090588,270,0.0,0.0
13090588,13,0.0,0.0
13457421,172,0.0,0.0
13457421,186,0.0,0.0
13457421,229,0.0,0.0
13457421,377,0.0,0.0
13457421,487,1.0,-1.0
13457421,497,0.0,0.0
13457421,499,0.0,0.0
13457421,531,0.0,0.0
13457421,0,1.0,-2.0
13457421,498,1.0,-2.0
13650424,544,0.0,3.0
13650424,476,0.0,1.0
13650424,322,0.0,0.0
13650424,305,0.0,0.0
13650424,301,0.0,0.0
13650424,487,0.0,0.0
13650424,820,0.0,0.0
13650424,915,0.0,0.0
13650424,929,0.0,0.0
13650424,2741,0.0,3.0
13650424,1249,0.0,1.0
13650424,1650,0.0,0.0
13650424,2473,0.0,2.0
13650424,609,0.0,1.0
13650424,513,0.0,0.0
13650424,1714,0.0,2.0
13650424,984,0.0,0.0
13650424,565,0.0,1.0
13942489,384,0.0,1.0
13942489,63,0.0,0.0
13942489,229,0.0,0.0
13942489,1405,0.0,0.0
13942489,551,0.0,0.0
13942489,540,0.0,0.0
13942489,487,0.0,0.0
13942489,254,0.0,0.0
13942489,356,1.0,-1.0
13942489,318,0.0,1.0
14055705,168,0.0,0.0
14055705,15,0.0,0.0
14055705,1644,0.0,0.0
14055705,2287,0.0,0.0
14055705,1439,0.0,0.0
14055705,1160,0.0,0.0
14055705,1037,0.0,0.0
14055705,938,0.0,0.0
14055705,876,0.0,0.0
14055705,880,0.0,0.0
14055705,530,0.0,0.0
14055705,487,0.0,0.0
14055705,480,0.0,0.0
14055705,419,0.0,0.0
14055705,325,0.0,2.0
14055705,196,0.0,0.0
14055705,606,0.0,0.0
14366322,323,0.0,0.0
14366322,315,0.0,1.0
14366322,264,0.0,0.0
14366322,204,0.0,0.0
14366322,487,0.0,0.0
14366322,385,0.0,1.0
14366322,68,0.0,0.0
14366322,488,0.0,0.0
14366322,532,0.0,0.0
14366322,265,0.0,0.0
14480203,481,0.0,0.0
14480203,487,0.0,0.0
14480203,488,0.0,0.0
14480203,3449,0.0,0.0
14480203,2513,0.0,0.0
14480203,1037,0.0,0.0
14480203,3451,0.0,0.0
14480203,1089,0.0,0.0
14480203,1864,0.0,0.0
14480203,586,0.0,0.0
15085024,487,0.0,1.0
15085024,639,0.0,2.0
15085024,2305,0.0,0.0
15085024,2753,0.0,0.0
15085024,1846,0.0,1.0
15085024,773,0.0,0.0
15085024,1620,0.0,2.0
15085024,842,0.0,0.0
15085024,996,0.0,2.0
15085024,1195,0.0,0.0
16293075,197,0.0,0.0
16293075,311,0.0,0.0
16293075,1416,0.0,1.0
16293075,1379,0.0,0.0
16293075,1343,0.0,0.0
16293075,1333,0.0,0.0
16293075,1303,0.0,0.0
16293075,1207,0.0,0.0
16293075,1198,1.0,-1.0
16293075,580,0.0,0.0
16293075,682,0.0,0.0
16293075,603,0.0,0.0
16293075,568,0.0,0.0
16293075,487,0.0,0.0
16293075,437,0.0,0.0
16293075,329,0.0,0.0
16293075,322,0.0,0.0
16293075,2133,0.0,0.0
16293075,683,0.0,0.0
16293075,2136,0.0,0.0
18285490,1164,0.0,0.0
18285490,1135,0.0,0.0
18285490,1133,0.0,0.0
18285490,1132,0.0,0.0
18285490,655,0.0,0.0
18285490,487,0.0,0.0
18285490,0,0.0,1.0
18285490,549,0.0,0.0
18285490,1145,0.0,0.0
18679721,1069,0.0,0.0
18679721,1451,0.0,0.0
18679721,261,0.0,0.0
18679721,265,0.0,0.0
18679721,453,0.0,0.0
18679721,487,0.0,0.0
18679721,667,0.0,0.0
18679721,833,0.0,0.0
18679721,841,0.0,0.0
18679721,97,0.0,0.0
19194603,487,1.0,-1.0
19194603,195,1.0,-1.0
19194603,787,0.0,0.0
19194603,1134,0.0,0.0
19194603,1140,0.0,0.0
19194603,1156,0.0,0.0
19194603,3,0.0,0.0
19194603,379,0.0,0.0
19194603,655,0.0,0.0
19354280,1345,0.0,0.0
19354280,1406,0.0,0.0
19354280,68,0.0,0.0
19354280,487,0.0,0.0
19354280,386,1.0,-1.0
19354280,318,0.0,1.0
19354280,254,0.0,0.0
19354280,204,0.0,0.0
19354280,520,0.0,0.0
20239438,3469,0.0,0.0
20239438,3243,0.0,0.0
20239438,1056,0.0,0.0
20239438,958,0.0,0.0
20239438,1207,0.0,0.0
20239438,2601,0.0,0.0
20239438,938,0.0,0.0
20239438,2287,0.0,0.0
20239438,1037,0.0,0.0
20239438,921,0.0,0.0
20239438,487,0.0,0.0
20239438,200,0.0,0.0
20239438,125,0.0,0.0
20239438,44,1.0,-1.0
20239438,26,0.0,0.0
20239438,14,0.0,0.0
20239438,9,0.0,0.0
20239438,1724,0.0,0.0
20239438,1266,0.0,0.0
20239438,880,0.0,0.0
21597141,569,0.0,0.0
21597141,518,0.0,0.0
21597141,4052,0.0,1.0
21597141,487,0.0,0.0
21597141,1349,0.0,1.0
21597141,856,0.0,0.0
21597141,819,0.0,0.0
21597141,767,0.0,0.0
21597141,753,0.0,1.0
21597141,752,0.0,0.0
21597141,1418,0.0,0.0
21597141,751,0.0,0.0
21597141,743,0.0,0.0
21597141,713,0.0,0.0
21597141,648,0.0,0.0
21597141,2154,0.0,0.0
21597141,2337,0.0,0.0
21597141,2771,0.0,0.0
21597141,747,0.0,0.0
21597141,396,0.0,1.0
21597141,1532,0.0,0.0
21597141,308,0.0,0.0
21597141,284,0.0,0.0
21597141,232,0.0,0.0
21597141,360,0.0,0.0
21597141,153,0.0,0.0
21597141,127,0.0,0.0
21597141,83,0.0,0.0
21690597,3405,0.0,0.0
21690597,3288,0.0,0.0
21690597,1796,0.0,0.0
21690597,3122,0.0,0.0
21690597,2559,0.0,0.0
21690597,3141,0.0,0.0
21690597,2470,0.0,0.0
21690597,487,0.0,0.0
21690597,2102,0.0,0.0
21690597,80,0.0,0.0
22481541,487,0.0,0.0
22481541,652,0.0,0.0
22481541,1427,0.0,0.0
22481541,1812,0.0,0.0
22481541,363,0.0,0.0
22481541,311,0.0,0.0
22481541,258,0.0,0.0
22481541,66,0.0,0.0
22481541,419,0.0,0.0
22481541,380,0.0,0.0
22625184,3120,0.0,0.0
22625184,2698,0.0,0.0
22625184,1769,0.0,0.0
22625184,963,0.0,0.0
22625184,813,1.0,-1.0
22625184,538,0.0,0.0
22625184,487,0.0,0.0
22625184,247,0.0,0.0
22625184,1376,0.0,0.0
22625184,3789,0.0,0.0
23677598,1801,1.0,-1.0
23677598,1872,1.0,-1.0
23677598,430,1.0,-1.0
23677598,487,0.0,0.0
23677598,562,0.0,1.0
23677598,2286,0.0,2.0
23677598,322,0.0,0.0
23677598,2285,0.0,2.0
23677598,594,0.0,0.0
23677598,610,0.0,0.0
23677598,672,0.0,3.0
23677598,678,1.0,-1.0
23677598,833,0.0,2.0
23677598,145,0.0,0.0
23677598,2284,0.0,3.0
23677598,1003,1.0,-1.0
23677598,1681,0.0,0.0
23677598,855,0.0,0.0
23677598,1447,0.0,0.0
23677598,1309,0.0,0.0
23677598,1227,0.0,1.0
23677598,2026,0.0,2.0
23677598,1452,0.0,1.0
23677598,2056,0.0,0.0
23677598,2205,0.0,2.0
23677598,2282,0.0,0.0
23677598,1219,0.0,2.0
23677598,1215,0.0,0.0
24284368,29,1.0,-1.0
24284368,417,1.0,-3.0
24284368,389,1.0,-1.0
24284368,464,1.0,-1.0
24284368,743,1.0,-1.0
24284368,487,1.0,-1.0
24284368,540,1.0,-2.0
24284368,653,0.0,1.0
24284368,2771,1.0,-1.0
24284368,2154,1.0,-2.0
24284368,1563,0.0,0.0
24284368,1301,0.0,0.0
24284368,659,1.0,-1.0
24284368,284,1.0,-2.0
24284368,744,0.0,1.0
24284368,748,0.0,0.0
24284368,1004,1.0,-1.0
24284368,363,1.0,-2.0
24284368,127,0.0,0.0
24284368,747,1.0,-3.0
24284368,153,0.0,0.0
24284368,856,1.0,-1.0
24284368,752,0.0,0.0
24284368,367,0.0,0.0
24284368,360,1.0,-2.0
24284368,65,1.0,-2.0
24284368,749,1.0,-1.0
24284368,308,1.0,-1.0
24284368,751,1.0,-1.0
24284368,753,1.0,-1.0
24426264,747,0.0,0.0
24426264,751,0.0,0.0
24426264,4052,0.0,0.0
24426264,752,0.0,0.0
24426264,753,0.0,1.0
24426264,763,0.0,0.0
24426264,834,0.0,1.0
24426264,844,0.0,0.0
24426264,869,0.0,1.0
24426264,1899,0.0,0.0
24426264,2154,0.0,0.0
24426264,2771,1.0,-1.0
24426264,743,0.0,0.0
24426264,767,0.0,1.0
24426264,83,0.0,0.0
24426264,2337,0.0,0.0
24426264,395,0.0,1.0
24426264,648,0.0,0.0
24426264,487,0.0,0.0
24426264,153,0.0,1.0
24426264,208,1.0,-2.0
24426264,232,0.0,0.0
24426264,261,0.0,1.0
24426264,127,0.0,0.0
24426264,692,0.0,0.0
24426264,731,0.0,0.0
24426264,462,0.0,0.0
24426264,308,1.0,-1.0
24426264,284,0.0,0.0
25248067,311,0.0,0.0
25248067,2308,0.0,0.0
25248067,487,0.0,0.0
25248067,55,0.0,0.0
25248067,257,0.0,0.0
25248067,126,0.0,0.0
25248067,78,0.0,0.0
25248067,79,0.0,0.0
25248067,932,0.0,0.0
25248067,110,0.0,0.0
25489588,3606,1.0,-1.0
25489588,487,1.0,-1.0
25489588,738,0.0,0.0
25489588,1224,0.0,0.0
25489588,2269,0.0,0.0
25489588,3212,1.0,-1.0
25489588,3495,0.0,0.0
25489588,3864,1.0,-1.0
25489588,3150,0.0,0.0
25489588,3051,1.0,-2.0
25711601,487,0.0,0.0
25711601,645,0.0,0.0
25711601,714,0.0,0.0
25711601,1485,0.0,0.0
25711601,678,0.0,0.0
25711601,648,0.0,0.0
25711601,1593,0.0,0.0
25711601,518,0.0,0.0
25711601,159,0.0,0.0
25711601,397,0.0,2.0
25807978,1738,0.0,0.0
25807978,487,0.0,0.0
25807978,1856,0.0,0.0
25807978,738,0.0,0.0
25807978,762,0.0,0.0
25807978,2443,1.0,-1.0
25807978,3212,0.0,0.0
25807978,3495,0.0,0.0
25807978,3051,0.0,0.0
25807978,3496,0.0,0.0
26487957,3150,0.0,0.0
26487957,487,0.0,0.0
26487957,201,0.0,0.0
26487957,3674,0.0,0.0
26487957,2095,0.0,0.0
26487957,2269,0.0,0.0
26487957,2576,0.0,0.0
26487957,1738,0.0,0.0
26487957,762,0.0,0.0
26487957,3484,0.0,0.0
26507679,597,0.0,1.0
26507679,487,0.0,0.0
26507679,897,1.0,-1.0
26507679,586,0.0,0.0
26507679,1234,0.0,0.0
26507679,1127,0.0,0.0
26507679,193,0.0,0.0
26507679,3517,1.0,-1.0
26507679,1253,0.0,0.0
26507679,290,0.0,0.0
26507679,2408,0.0,2.0
26507679,2220,0.0,0.0
26507679,1269,0.0,2.0
26507679,2150,0.0,0.0
26507679,1817,0.0,0.0
26507679,53,0.0,0.0
26507679,1273,0.0,0.0
26507679,170,0.0,0.0
26507679,792,0.0,0.0
26507679,2513,0.0,0.0
27274125,487,0.0,0.0
27274125,464,0.0,0.0
27274125,188,0.0,0.0
27274125,1893,0.0,1.0
27274125,1307,0.0,0.0
27274125,594,0.0,0.0
27274125,1681,0.0,0.0
27274125,672,0.0,0.0
27274125,1309,0.0,0.0
27274125,2186,0.0,0.0
28304475,467,0.0,0.0
28304475,474,0.0,1.0
28304475,458,0.0,0.0
28304475,441,0.0,0.0
28304475,442,0.0,0.0
28304475,487,0.0,0.0
28304475,489,0.0,1.0
28304475,446,0.0,1.0
28304475,38,0.0,2.0
28304475,231,0.0,0.0
28304475,178,0.0,0.0
28304475,149,0.0,0.0
28304475,148,0.0,0.0
28304475,445,0.0,0.0
28304475,33,0.0,1.0
28304475,9,1.0,-1.0
28304475,494,0.0,0.0
28304475,443,0.0,0.0
28426710,3485,0.0,0.0
28426710,3926,0.0,0.0
28426710,3864,1.0,-2.0
28426710,3606,0.0,0.0
28426710,1856,0.0,0.0
28426710,2578,0.0,0.0
28426710,2269,0.0,0.0
28426710,487,0.0,0.0
28426710,201,0.0,0.0
28426710,3495,0.0,0.0
28814263,487,1.0,-1.0
28814263,2104,0.0,0.0
28814263,2116,0.0,1.0
28814263,2473,1.0,-1.0
28814263,387,1.0,-2.0
28814263,1195,0.0,0.0
28814263,1713,1.0,-3.0
28814263,1145,1.0,-1.0
28814263,673,1.0,-2.0
28814263,1133,0.0,0.0
29043400,1685,1.0,-1.0
29043400,916,0.0,0.0
29043400,876,0.0,0.0
29043400,738,0.0,0.0
29043400,707,0.0,0.0
29043400,328,0.0,0.0
29043400,3485,1.0,-1.0
29043400,91,0.0,0.0
29043400,45,1.0,-1.0
29043400,976,0.0,0.0
29043400,2576,0.0,0.0
29043400,133,0.0,0.0
29043400,3484,1.0,-1.0
29043400,487,0.0,0.0
29043400,3150,0.0,0.0
29043400,2078,0.0,0.0
29043400,1107,0.0,0.0
29043400,1224,0.0,0.0
29043400,1511,0.0,0.0
29624513,544,0.0,0.0
29624513,336,0.0,0.0
29624513,387,0.0,0.0
29624513,438,0.0,0.0
29624513,443,0.0,0.0
29624513,487,0.0,0.0
29624513,493,1.0,-1.0
29624513,192,0.0,0.0
29624513,554,1.0,-1.0
29876731,2741,0.0,0.0
29876731,1302,0.0,0.0
29876731,2473,0.0,0.0
29876731,2739,0.0,1.0
29876731,1062,0.0,0.0
29876731,532,0.0,0.0
29876731,513,0.0,0.0
29876731,494,0.0,0.0
29876731,487,0.0,0.0
29876731,476,0.0,0.0
29954269,461,0.0,0.0
29954269,450,0.0,0.0
29954269,699,0.0,0.0
29954269,396,0.0,0.0
29954269,386,0.0,0.0
29954269,333,0.0,0.0
29954269,280,1.0,-1.0
29954269,215,0.0,0.0
29954269,487,1.0,-1.0
29954269,567,0.0,0.0
30312480,381,0.0,1.0
30312480,487,0.0,0.0
30312480,1680,0.0,2.0
30312480,1235,0.0,2.0
30312480,450,0.0,0.0
30312480,222,0.0,0.0
30312480,202,0.0,1.0
30312480,208,0.0,1.0
30312480,2480,0.0,1.0
30312480,262,0.0,0.0
30430971,1796,0.0,0.0
30430971,1058,0.0,0.0
30430971,1104,0.0,1.0
30430971,2559,0.0,0.0
30430971,1116,0.0,0.0
30430971,1120,0.0,0.0
30430971,2470,0.0,1.0
30430971,954,0.0,0.0
30430971,3405,0.0,0.0
30430971,137,0.0,0.0
30430971,115,0.0,0.0
30430971,91,0.0,0.0
30430971,80,0.0,2.0
30430971,27,0.0,0.0
30430971,3288,0.0,0.0
30430971,487,0.0,0.0
30430971,918,0.0,0.0
30430971,3122,0.0,0.0
30430971,866,0.0,0.0
30490238,195,0.0,0.0
30490238,379,1.0,-1.0
30490238,3,0.0,0.0
30490238,487,0.0,0.0
30490238,571,0.0,0.0
30490238,1143,0.0,0.0
30490238,1156,0.0,0.0
30490238,655,0.0,0.0
30490238,1134,0.0,0.0
30490238,1140,0.0,0.0
32786609,445,0.0,0.0
32786609,192,1.0,-2.0
32786609,155,1.0,-1.0
32786609,616,1.0,-2.0
32786609,731,1.0,-3.0
32786609,1330,1.0,-3.0
32786609,1426,0.0,0.0
32786609,396,1.0,-3.0
32786609,487,1.0,-1.0
33085995,2143,0.0,0.0
33085995,1800,0.0,0.0
33085995,487,0.0,0.0
33085995,1411,0.0,0.0
33085995,558,0.0,0.0
33085995,878,0.0,0.0
33085995,481,0.0,0.0
33085995,396,0.0,0.0
33085995,323,0.0,0.0
33085995,326,0.0,0.0
33252877,188,1.0,-1.0
33252877,255,1.0,-1.0
33252877,429,0.0,0.0
33252877,462,0.0,0.0
33252877,464,0.0,0.0
33252877,62,0.0,0.0
33252877,2186,0.0,0.0
33252877,1452,0.0,0.0
33252877,672,1.0,-2.0
33252877,487,1.0,-1.0
33679144,218,0.0,1.0
33679144,67,0.0,0.0
33679144,140,0.0,0.0
33679144,142,0.0,0.0
33679144,199,0.0,0.0
33679144,259,0.0,0.0
33679144,264,0.0,0.0
33679144,275,0.0,0.0
33679144,305,0.0,0.0
33679144,487,0.0,0.0
33736746,544,0.0,0.0
33736746,274,1.0,-1.0
33736746,5,0.0,0.0
33736746,286,0.0,0.0
33736746,356,0.0,0.0
33736746,487,0.0,0.0
33736746,0,0.0,0.0
33736746,557,0.0,0.0
33736746,526,0.0,0.0
33941692,3734,0.0,0.0
33941692,487,0.0,0.0
33941692,2269,0.0,0.0
33941692,3150,0.0,0.0
33941692,1337,0.0,0.0
33941692,3486,0.0,0.0
33941692,3864,0.0,0.0
33941692,3495,0.0,0.0
33941692,201,0.0,0.0
33941692,3788,0.0,0.0
34215827,231,0.0,1.0
34215827,487,1.0,-1.0
34215827,367,0.0,0.0
34215827,289,0.0,0.0
34215827,287,0.0,0.0
34215827,1224,0.0,0.0
34215827,844,0.0,0.0
34215827,47,0.0,0.0
34215827,738,1.0,-1.0
34215827,1263,0.0,0.0
34380009,2408,0.0,2.0
34380009,2410,0.0,1.0
34380009,716,0.0,0.0
34380009,2132,0.0,2.0
34380009,1803,0.0,2.0
34380009,1801,0.0,0.0
34380009,1188,0.0,2.0
34380009,741,0.0,2.0
34380009,286,0.0,1.0
34380009,368,0.0,0.0
34380009,487,0.0,1.0
34380009,508,0.0,2.0
34380009,657,0.0,0.0
34380009,2406,0.0,0.0
34380009,200,0.0,0.0
34380009,639,0.0,2.0
34380009,540,0.0,1.0
34380009,169,0.0,2.0
34380009,64,0.0,1.0
34380009,7,0.0,1.0
35410523,1991,0.0,2.0
35410523,856,1.0,-1.0
35410523,153,0.0,0.0
35410523,2771,0.0,0.0
35410523,845,0.0,0.0
35410523,844,0.0,0.0
35410523,753,0.0,0.0
35410523,1891,0.0,0.0
35410523,752,0.0,1.0
35410523,2273,0.0,0.0
35410523,232,0.0,0.0
35410523,859,0.0,1.0
35410523,2176,0.0,0.0
35410523,284,0.0,0.0
35410523,308,0.0,0.0
35410523,2246,0.0,0.0
35410523,2154,0.0,0.0
35410523,2337,0.0,0.0
35410523,127,0.0,0.0
35410523,1485,0.0,0.0
35410523,1391,0.0,0.0
35410523,751,0.0,1.0
35410523,747,0.0,0.0
35410523,743,0.0,0.0
35410523,648,0.0,0.0
35410523,487,0.0,0.0
35410523,634,1.0,-1.0
35410523,638,0.0,0.0
35410523,83,0.0,0.0
35561073,358,0.0,0.0
35561073,1155,0.0,0.0
35561073,1157,0.0,0.0
35561073,1182,0.0,0.0
35561073,1179,0.0,0.0
35561073,1149,0.0,0.0
35561073,571,0.0,0.0
35561073,487,0.0,0.0
35561073,464,0.0,0.0
35561073,655,0.0,0.0
36521211,487,0.0,0.0
36521211,586,0.0,0.0
36521211,1127,0.0,0.0
36521211,1160,0.0,0.0
36521211,792,0.0,0.0
36521211,2033,0.0,1.0
36521211,970,0.0,0.0
36521211,3517,0.0,0.0
36521211,2562,0.0,0.0
36521211,1132,0.0,0.0
37372317,204,0.0,0.0
37372317,2869,0.0,0.0
37372317,1411,0.0,0.0
37372317,152,0.0,0.0
37372317,1386,0.0,0.0
37372317,146,0.0,0.0
37372317,487,0.0,0.0
37372317,938,0.0,0.0
37585284,548,1.0,-1.0
37585284,731,1.0,-3.0
37585284,487,1.0,-1.0
37585284,459,1.0,-3.0
37585284,445,1.0,-2.0
37585284,384,1.0,-3.0
37585284,204,1.0,-3.0
37585284,152,1.0,-3.0
38370395,776,0.0,0.0
38370395,113,0.0,1.0
38370395,770,0.0,0.0
38370395,1332,0.0,0.0
38370395,734,0.0,0.0
38370395,683,0.0,0.0
38370395,471,0.0,0.0
38370395,159,0.0,0.0
38370395,241,0.0,0.0
38370395,1313,0.0,0.0
38370395,627,0.0,0.0
38370395,270,0.0,0.0
38370395,620,0.0,0.0
38370395,588,0.0,0.0
38370395,570,0.0,0.0
38370395,487,0.0,0.0
38370395,1379,0.0,0.0
38370395,144,0.0,0.0
38370395,278,0.0,0.0
38370395,1383,0.0,2.0
38598614,1654,0.0,2.0
38598614,487,1.0,-1.0
38598614,3051,0.0,0.0
38598614,1224,0.0,0.0
38598614,3081,0.0,0.0
38598614,3484,1.0,-1.0
38598614,2095,0.0,0.0
38598614,1856,0.0,0.0
38598614,2443,1.0,-2.0
38598614,3606,1.0,-2.0
40172852,1233,0.0,0.0
40172852,99,0.0,0.0
40172852,1533,0.0,0.0
40172852,1519,0.0,0.0
40172852,1543,0.0,0.0
40172852,677,0.0,1.0
40172852,678,1.0,-3.0
40172852,774,0.0,0.0
40172852,833,0.0,0.0
40172852,1086,0.0,0.0
40172852,1236,0.0,0.0
40172852,1227,0.0,0.0
40172852,2166,0.0,0.0
40172852,632,0.0,0.0
40172852,1804,0.0,0.0
40172852,2163,0.0,0.0
40172852,2162,0.0,0.0
40172852,113,0.0,1.0
40172852,2165,0.0,0.0
40172852,2160,0.0,0.0
40172852,150,1.0,-1.0
40172852,670,0.0,0.0
40172852,643,0.0,0.0
40172852,1681,0.0,0.0
40172852,487,0.0,0.0
40172852,442,0.0,0.0
40172852,2161,0.0,0.0
40172852,223,0.0,0.0
40172852,212,0.0,0.0
40188392,2562,1.0,-1.0
40188392,2982,0.0,0.0
40188392,1493,0.0,0.0
40188392,1160,0.0,0.0
40188392,1132,0.0,0.0
40188392,1127,0.0,0.0
40188392,970,0.0,0.0
40188392,487,0.0,0.0
40188392,450,0.0,0.0
40188392,2033,0.0,1.0
40490363,3484,0.0,0.0
40490363,2269,0.0,0.0
40490363,1934,0.0,0.0
40490363,1856,0.0,0.0
40490363,3485,0.0,0.0
40490363,3606,0.0,0.0
40490363,2865,0.0,0.0
40490363,738,0.0,0.0
40490363,3051,0.0,0.0
40490363,487,0.0,0.0
41543819,773,0.0,1.0
41543819,364,0.0,0.0
41543819,1664,0.0,0.0
41543819,1133,0.0,3.0
41543819,991,0.0,0.0
41543819,1079,0.0,0.0
41543819,996,0.0,1.0
41543819,80,0.0,2.0
41543819,1195,0.0,0.0
41543819,770,0.0,0.0
41543819,1846,0.0,2.0
41543819,487,0.0,0.0
41543819,2125,0.0,0.0
41543819,842,0.0,0.0
41543819,2126,0.0,0.0
41543819,1216,0.0,0.0
41543819,2216,0.0,0.0
41543819,1620,0.0,2.0
41543819,1281,0.0,0.0
42186164,3788,0.0,0.0
42186164,3150,0.0,0.0
42186164,3486,0.0,0.0
42186164,3864,0.0,0.0
42186164,3495,0.0,0.0
42186164,487,0.0,0.0
42186164,2269,0.0,0.0
